eps,N,exper,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel
0.49,40,0.0,0.16056009182730807,0.36666666666666664,0.016316074248238107,1.2318034247553236,0.5384615384615384,0.8199691164066772,0.5338266261804742
0.49,40,1.0,0.16596899401247128,0.275,0.019011383072405373,1.1840002122567679,0.46153846153846145,0.8380687135001064,0.5196273164593207
0.49,40,2.0,0.1412700320844807,0.425,0.01873342332121961,1.368286163985117,0.5384615384615384,0.8217457443796552,0.5508421530919869
0.49,40,3.0,0.17895337586627053,0.6,0.009454532505101802,1.0195836697058587,0.5384615384615384,0.5445595036869687,0.3352772820604909
0.49,40,4.0,0.17625245684666838,0.44166666666666665,0.013906745408098319,0.9113155200205744,0.5384615384615384,0.6859472842639613,0.4208018064089442
0.49,40,5.0,0.15769012337162108,0.175,0.02791257624035882,1.1327285040442834,0.5384615384615384,0.9195400257469222,0.6299810288293984
0.49,40,6.0,0.16662145470011325,0.6583333333333333,0.005112266658172855,1.046191010695881,0.5384615384615384,0.32357669474576894,0.22829962757710567
0.49,40,7.0,0.2342521736695745,0.675,0.0047621723924645325,0.6747137085154544,0.5384615384615384,0.4023383623057815,0.2911057443649571
0.49,40,8.0,0.15758952052435318,0.25,0.020641043903174127,1.2006701413356753,0.5384615384615384,0.867367273862022,0.5653257873228246
0.49,40,9.0,0.1918680727513432,0.6166666666666667,0.007469841730187905,0.844038546616768,0.5384615384615384,0.5091558632283935,0.377831975029772
