eps,exper,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel
0.49,0.0,0.21823236051323655,0.25,0.009069470113814055,0.7899588845491541,0.37499999999999994,0.4896612461707969,0.3626976487385975
0.49,1.0,0.18175442411485904,0.325,0.01122184836984388,0.9637700275972851,0.37499999999999994,0.4782728166199077,0.510015132601961
0.49,2.0,0.22676118857567173,0.325,0.007982492797955478,0.8483140886762273,0.37499999999999994,0.5523880766813899,0.5568374836166278
0.49,3.0,0.2073120009701877,0.4,0.012648891057569727,0.9923349304776894,0.4999999999999999,0.5310627574481028,0.4006380234499512
0.49,4.0,0.21526181672475891,0.0,0.01981888072448365,1.332684671787402,0.4999999999999999,0.5710569938649509,0.41934210762757723
0.49,5.0,0.16234491725563527,0.3,0.013275174986481722,1.3630577111780924,0.37499999999999994,0.615626691345632,0.510451352300549
0.49,6.0,0.16138675105019012,0.325,0.01383585193326596,1.0550554971935382,0.4999999999999999,0.5163033550051626,0.47139098339607194
0.49,7.0,0.1610790601907443,0.025,0.016671650171317488,1.4223661819213633,0.37499999999999994,0.7524148356867769,0.6126689451896524
0.49,8.0,0.19910797973116443,0.35,0.015364975659531016,0.8328545926202464,0.37499999999999994,0.5564793408445403,0.45667161389937877
0.49,9.0,0.15536552742860804,0.2,0.029530235044274898,1.6924046816612022,0.37499999999999994,0.7113063231802164,0.5866454711663311
