eps,exper,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel
0.5,0.0,0.11925825916004856,0.1,0.030772057944873754,1.3925404890247401,0.5384615384615384,0.9822158092713531,0.6629134067396814
0.5,1.0,0.13586341871893345,0.09166666666666666,0.023445657870107786,1.5028542767919069,0.5384615384615384,0.9819934420059746,0.6859805473657254
0.5,2.0,0.12250433634451373,0.21666666666666667,0.0196724835184337,1.3083516761598095,0.5384615384615384,0.9775544877599995,0.6569749633316049
0.5,3.0,0.14623602866841562,0.15833333333333333,0.027408720486494533,1.3721628319777968,0.5384615384615384,0.9835920417967035,0.6827140870925813
0.5,4.0,0.13113671183003395,0.025,0.0355091033093565,1.4716504819898577,0.5384615384615384,0.9826738171021748,0.673221272025414
0.5,5.0,0.1403289354764051,0.05,0.0315524910131457,1.6478861886466114,0.46153846153846145,0.9863540507193181,0.6972401657969307
0.5,6.0,0.1264578183442079,0.13333333333333333,0.03079850731300325,1.471485984204275,0.5384615384615384,0.9849677366907436,0.6904809644199423
0.5,7.0,0.12905851148829142,0.25,0.027742216570787192,1.523357691996662,0.5384615384615384,0.9813968898476667,0.6700028665506165
0.5,8.0,0.1420146944394579,0.125,0.025706849574302294,1.4759209390895052,0.5384615384615384,0.9820204076673984,0.6614736366719739
0.5,9.0,0.12043976530101963,0.0,0.02887116072434554,1.884396826304966,0.5384615384615384,0.9852251008317986,0.6983636784530296
2.0,0.0,0.23273311545484254,0.9083333333333333,0.004087827279255166,0.6903805135803026,0.3846153846153846,0.5638851190217925,0.3458412575020694
2.0,1.0,0.21090733268072345,0.9333333333333333,0.004305125719500961,0.6560242998914768,0.3846153846153846,0.5308407689413757,0.1952913225828808
2.0,2.0,0.22166573922593322,0.9583333333333334,0.003854949721418249,0.6392607476619275,0.46153846153846145,0.4998999430840374,0.1846255457040327
2.0,3.0,0.1734506528036123,0.9583333333333334,0.004464038982821927,0.6233376406478663,0.46153846153846145,0.5684221684906585,0.26445940744624563
2.0,4.0,0.2408169776487304,0.925,0.0032213081451420078,0.7089620086771102,0.3846153846153846,0.4722945978350959,0.20450763764175087
2.0,5.0,0.1926622276139254,0.9416666666666667,0.003980071914862133,0.5769108806177785,0.3846153846153846,0.5334292406389717,0.22982539690611362
2.0,6.0,0.20943903275792128,0.9583333333333334,0.0035184086063181066,0.5645284372376238,0.3846153846153846,0.5526260834722806,0.2650846563465041
2.0,7.0,0.2297147763155047,0.9416666666666667,0.004237869028291825,0.5962948182934027,0.3846153846153846,0.5775985708013427,0.30354727285216104
2.0,8.0,0.20933497785363384,0.975,0.0044802458420230154,0.6258703868257862,0.23076923076923073,0.5433402539889466,0.2694397134722123
2.0,9.0,0.19050835002047342,0.9666666666666667,0.00463486879451381,0.5713713863371787,0.3846153846153846,0.5717750657921441,0.26459089275631
3.5,0.0,0.3491456429035103,0.95,0.003085234308171497,0.6483147882627964,0.0,0.45064667333758146,0.20138395580744964
3.5,1.0,0.20488685771866946,0.9083333333333333,0.00314720453339798,0.6219012485776901,0.3846153846153846,0.3497338657367056,0.1700222939718252
3.5,2.0,0.3381182290308612,0.7833333333333333,0.0025172279536978277,0.7185086384007149,0.46153846153846145,0.34872617091236074,0.2648797532214383
3.5,3.0,0.2224145379674364,0.9333333333333333,0.002904232332072887,0.6191710709428107,0.46153846153846145,0.44591689966472536,0.23868616321179112
3.5,4.0,0.20991307630865116,0.9333333333333333,0.002809362617494669,0.598482319671847,0.3846153846153846,0.46189020010555615,0.15941097733580012
3.5,5.0,0.32205204711499125,0.9416666666666667,0.002924679720915797,0.729494439504243,0.07692307692307691,0.43639750462717425,0.19556216424754633
3.5,6.0,0.3138020102345964,0.9416666666666667,0.002865196030086632,0.6019196873492068,0.07692307692307691,0.41660913538027494,0.16812289332909097
3.5,7.0,0.2429872069297786,0.9416666666666667,0.0031765794759533645,0.5729368868245702,0.0,0.47990712888705894,0.16558636630367465
3.5,8.0,0.2630518417431314,0.875,0.0032495601370608525,0.5220081465308701,0.07692307692307691,0.43713005203543837,0.20295068707413338
3.5,9.0,0.36521394619182396,0.8333333333333334,0.002346922044090703,0.8285443533138723,0.3846153846153846,0.3196507148657869,0.259652313043925
