n,e1,e2,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel
10,0.20,0.20,0.1665455187434261,0.7350000000000001,0.004310528225577707,0.9818392801649672,0.09999999999999998,0.5493458635182846,0.48338946519358855
15,0.20,0.20,0.17940812609078166,0.6825,0.0028429095753443744,0.5420706146307592,0.3125,0.4305211545043764,0.33905154521979536
20,0.20,0.20,0.17845172624830433,0.76,0.00164217639317745,0.43047227253822296,0.25,0.4299744471334105,0.35801662412520824
25,0.20,0.20,0.18524783530451203,0.7575000000000001,0.004359539532814725,0.4255742054694015,0.25,0.4500664090496092,0.33832122414566396
30,0.20,0.20,0.16248755992467417,0.785,0.00477638001717946,0.4784218376169524,0.2625,0.47683411775404727,0.3881703455968642
35,0.20,0.20,0.16569757648840422,0.7449999999999999,0.0027827620782690556,0.4178834114463633,0.275,0.4779909847709762,0.37277555718142785
5,0.10,0.70,0.260021819868932,0.665,0.005735403885899827,0.5003959209634852,0.225,0.6090277695146963,0.34198530700884333
10,0.10,0.70,0.23642665158676132,0.665,0.007499173695917194,0.36380729481114515,0.21249999999999997,0.5901968716723922,0.3833766643295048
15,0.10,0.70,0.22705942130841472,0.6,0.01106728409376909,0.38038332036833944,0.25,0.6501571941587423,0.43024106820430835
20,0.10,0.70,0.2570095283929562,0.6149999999999999,0.009168892584646324,0.386714943045519,0.2625,0.5748014632300559,0.3089230512326294
25,0.10,0.70,0.25049403837069806,0.6775,0.010096579363663954,0.34894220656443664,0.2375,0.5809476248833259,0.3386706576012598
30,0.10,0.70,0.2454308013918586,0.6699999999999999,0.0086101562722794,0.3239999095235969,0.2375,0.5908406363353607,0.36163990409067664
35,0.10,0.70,0.2272006649452014,0.5925,0.009190324368830285,0.3229209250125912,0.2,0.5842685819795455,0.36806949140348477
5,0.20,0.30,0.13997231604917312,0.5875,0.007517344613000213,1.4483011889683122,0.08749999999999998,0.8064198886873779,0.6327642628263317
10,0.20,0.30,0.1903462866281763,0.7550000000000001,0.005057766886718074,0.6586331010538244,0.16249999999999998,0.5535669081315485,0.4109574430717691
15,0.20,0.30,0.2147437784936736,0.7425,0.002938965374477037,0.40109442427668285,0.19999999999999998,0.471659139416738,0.3488283571755761
20,0.20,0.30,0.18000854955118795,0.72,0.004320258742229025,0.3884982664470817,0.2625,0.4852985968302116,0.3214966586975849
25,0.20,0.30,0.19320649979051802,0.7425,0.002204284803209671,0.36412078446234064,0.25,0.5080933180526126,0.34252297609118826
30,0.20,0.30,0.18746674583206524,0.6875,0.006670807793364528,0.4009703004009437,0.2625,0.5311681971762775,0.3498776462873251
35,0.20,0.30,0.19486314551973866,0.72,0.0038138242782851757,0.3581155034745435,0.2375,0.4949517768828845,0.36422100721777134
5,0.50,0.30,0.2362577985200749,0.74,0.0017195345958360658,0.382169158615148,0.24999999999999994,0.3711082136193733,0.29992186671658955
10,0.50,0.30,0.20889055034248244,0.7325,0.002301826293356465,0.35069779117518585,0.2875,0.4029464694013102,0.2717437672408624
15,0.50,0.30,0.20375594159053648,0.685,0.0024185088345229097,0.3826751279947072,0.25,0.47479128363740986,0.3016301428824324
20,0.50,0.30,0.20779740759648518,0.7,0.005101780453629432,0.4012589033001424,0.275,0.5072863043419071,0.31515633006093546
25,0.50,0.30,0.20351929900880045,0.74,0.003227002683623146,0.36860454380149027,0.3,0.495060898737946,0.3008001611971717
30,0.50,0.30,0.20658248768627607,0.7074999999999999,0.003354233320297849,0.39574342858743616,0.2375,0.46910657553138585,0.3350890633943412
35,0.50,0.30,0.2074419026806133,0.685,0.006369009524970227,0.3489964551658413,0.2875,0.5390072984263742,0.32668722318749455
5,0.30,0.20,0.1335186309662038,0.6849999999999999,0.0063769056121754835,1.8784668699282814,0.14999999999999997,0.725026525958027,0.607660418439838
10,0.30,0.20,0.19479941399817152,0.775,0.0013508047114311104,0.41725214370289676,0.3,0.3827566108574052,0.33256193653468685
15,0.30,0.20,0.17797929406071367,0.7499999999999999,0.003667613056859192,0.3935802965662716,0.2875,0.43412238903376854,0.32642292012188545
20,0.30,0.20,0.167839265488232,0.74,0.004320062161834276,0.3950218206004809,0.275,0.48986866536414037,0.3389307066479661
25,0.30,0.20,0.16963290866838063,0.7375,0.003925802535890845,0.38201297534903145,0.2875,0.5020436614805235,0.3673823922792276
30,0.30,0.20,0.17684949664139216,0.775,0.002914912604162391,0.4361230798932433,0.275,0.4983953059682243,0.35175618839526884
35,0.30,0.20,0.15638198632632022,0.7550000000000001,0.004100347402528051,0.47241426705658685,0.2375,0.4892567586363804,0.38978391746957675
5,0.40,0.20,0.19799987394614754,0.7675000000000001,0.001397187846944503,0.7019592934204256,0.2375,0.3787608753735494,0.3594912373737912
10,0.40,0.20,0.18025893553336192,0.755,0.003625695387117058,0.36134734814514513,0.3125,0.41521991029796856,0.3030713722157536
15,0.40,0.20,0.17858049289624725,0.7550000000000001,0.0026094730754478808,0.41057948996685945,0.2875,0.45607451523872616,0.3267738932203955
20,0.40,0.20,0.1706571541523845,0.74,0.003916321906540867,0.41620382594115435,0.2875,0.448416901225447,0.3089388635735897
25,0.40,0.20,0.16646441342476387,0.7375,0.004426012101667232,0.44619619707342634,0.2375,0.5120989687828243,0.36992310239721304
30,0.40,0.20,0.17072217488286934,0.7375,0.004191000353814228,0.408035240390058,0.2625,0.531208541060702,0.370242100697356
35,0.40,0.20,0.17460355853814408,0.7175,0.003725070675243069,0.42969171729826067,0.2375,0.4878999307598379,0.35317973891316334
