eps,exper,N,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel
2.0,0.0,5.0,0.15698145191267088,0.8666666666666667,0.0042802231351002805,1.0047736523018453,0.46153846153846145,0.5802790749569027,0.312608005198
2.0,1.0,5.0,0.17338664482355634,0.9083333333333333,0.0031031733049895222,0.70313669132916,0.46153846153846145,0.5570117618473011,0.28150984231065124
2.0,2.0,5.0,0.20875409017916718,0.975,0.0033793073398316414,0.7444153427468754,0.3846153846153846,0.5518041139948758,0.300212597888561
2.0,3.0,5.0,0.16731407390385472,0.9083333333333333,0.0033603764358411067,0.7535828347631754,0.3846153846153846,0.49117955582958905,0.25787400649285075
2.0,4.0,5.0,0.18913646716711333,0.9166666666666666,0.003139811189566069,0.9028231007582724,0.3846153846153846,0.4710506913621352,0.31854440161798264
2.0,5.0,5.0,0.16651246438022227,0.925,0.00269420713944931,0.7960534111134575,0.3846153846153846,0.526195559985888,0.30338304703642066
2.0,6.0,5.0,0.21046585823138161,0.9166666666666666,0.0032906772182637817,0.6370282552633436,0.3846153846153846,0.5347726461099234,0.3523286708747393
2.0,7.0,5.0,0.17752406793495418,0.8916666666666667,0.0021463891464009485,0.8101877708788224,0.46153846153846145,0.4153856882099974,0.21903415049941785
2.0,8.0,5.0,0.17422066683979393,0.8833333333333333,0.0032478013920986724,0.523111887244751,0.46153846153846145,0.5488125352015373,0.4283677439492143
2.0,9.0,5.0,0.19485675370185332,0.8,0.004721972790583967,0.510525525020206,0.46153846153846145,0.7107075442462679,0.4481537530653399
2.0,0.0,10.0,0.19715228105769073,0.9416666666666667,0.0026846474338416996,0.7546872654480757,0.3846153846153846,0.44835474280546966,0.20800720089592464
2.0,1.0,10.0,0.18428222027346086,0.9166666666666666,0.003780024146033568,0.4167818196621085,0.46153846153846145,0.5297104333006619,0.4792854497472872
2.0,2.0,10.0,0.24653302094797724,0.9416666666666667,0.004839028515834497,0.5554585923130373,0.3846153846153846,0.6127159908465356,0.34221856521166416
2.0,3.0,10.0,0.22791176083253467,0.9416666666666667,0.0035885674200310984,0.5109764870543152,0.3846153846153846,0.5719419660236423,0.40618035114354334
2.0,4.0,10.0,0.21162385388632415,0.9083333333333333,0.002838668350827218,0.7202272114413224,0.3846153846153846,0.49723843939726353,0.2950784575988298
2.0,5.0,10.0,0.17031869356652907,0.9,0.0029714774461502462,0.7239655327176568,0.5384615384615384,0.36649078410322583,0.2296779485985718
2.0,6.0,10.0,0.23052208482760728,0.9416666666666667,0.002545790082311004,0.5454985067474067,0.3846153846153846,0.4551717052951871,0.29781862385345254
2.0,7.0,10.0,0.22939096635572948,0.9416666666666667,0.0021601214653761006,0.7602954825901448,0.15384615384615383,0.4053052550923741,0.27176590540631385
2.0,8.0,10.0,0.13990315842326748,0.9583333333333334,0.004130267988265205,0.6149092539616292,0.46153846153846145,0.585232711606294,0.22398305580074607
2.0,9.0,10.0,0.22407957362471298,0.9583333333333334,0.0026972894715537386,0.6178531808569407,0.3846153846153846,0.4142435898697021,0.2559905272584041
2.0,0.0,15.0,0.15844536517689586,0.95,0.004709853632578396,0.44937692984876165,0.46153846153846145,0.6044793925684914,0.26109342507718813
2.0,1.0,15.0,0.17690942532965054,0.9583333333333334,0.003757308072930632,0.6120787626377472,0.46153846153846145,0.5093946045691405,0.20742794028341693
2.0,2.0,15.0,0.19760306474309466,0.9583333333333334,0.004758746984199072,0.49710655660445335,0.3846153846153846,0.6221633723994245,0.3099411264101894
