eps,exper,N,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel
3.5,0.0,5.0,0.5208144540546651,0.047619047619047616,0.09720389210960237,2.2204370545387175,8.99999999999999,0.9986029251255173,0.6252299660723308
3.5,1.0,5.0,0.5201570610470361,0.07142857142857142,0.09249402549176913,1.2126449789473153,9.99999999999999,0.9986504013741356,0.6043743561034701
3.5,2.0,5.0,0.5308890457351172,0.07142857142857142,0.09533163991689797,1.64453936123282,11.999999999999988,0.9983875530410172,0.6108979452309674
3.5,3.0,5.0,0.5209015175588174,0.07142857142857142,0.09822908873035742,1.4869552031336193,8.99999999999999,0.9988670574343361,0.6111567715549304
3.5,4.0,5.0,0.5248689286462274,0.0,0.09906872448678185,1.0295845693731227,7.999999999999991,0.9985619517785504,0.6090536840137968
3.5,5.0,5.0,0.51607945263311,0.0,0.0958964714383168,1.7230363017537418,7.999999999999991,0.9985728807278798,0.6191204795969869
3.5,6.0,5.0,0.5253352204515626,0.023809523809523808,0.09275016337211571,2.0262245107671393,8.99999999999999,0.9986357373771927,0.6240700427575617
3.5,7.0,5.0,0.5306846262682736,0.023809523809523808,0.09480506082341604,1.076710710269131,11.999999999999988,0.9984854684685153,0.6119225183169836
3.5,8.0,5.0,0.5208424590721513,0.0,0.09158562045245164,2.2275870681237073,10.999999999999988,0.9986573880541951,0.6187942048319872
3.5,9.0,5.0,0.5223221818949839,0.0,0.09477305339078715,1.679986285169838,8.99999999999999,0.9989242022315896,0.6234470606422858
3.5,0.0,10.0,0.5287767982734395,0.0,0.08531909586360079,1.5076030891998484,7.999999999999991,0.9984421121679228,0.6187249015091594
3.5,1.0,10.0,0.5283408039228578,0.07142857142857142,0.09232815745897156,0.7423736058325743,8.99999999999999,0.997420563330543,0.5845396061858688
3.5,2.0,10.0,0.5324920928323978,0.023809523809523808,0.09703445065701058,0.9082081821307653,8.99999999999999,0.9985582755569089,0.6126035659044862
3.5,3.0,10.0,0.534438394593547,0.40476190476190477,0.07686295107620278,0.6830788299169483,8.99999999999999,0.9932544725779635,0.5655226043490666
3.5,4.0,10.0,0.5274251456416295,0.09523809523809523,0.08976493829334699,1.24240825982978,9.99999999999999,0.998395195312024,0.6018899514283805
3.5,5.0,10.0,0.5202787025058688,0.0,0.09732736385337691,2.5373476799529913,7.999999999999991,0.9990645941207429,0.6172000242555927
3.5,6.0,10.0,0.5245531693095367,0.0,0.09635978076053396,0.8919608768572194,8.99999999999999,0.9977360838282638,0.6027859617138341
3.5,7.0,10.0,0.5445737074128104,0.047619047619047616,0.09217748440737042,0.5045929898118662,7.999999999999991,0.9978444404526664,0.5919847269804787
3.5,8.0,10.0,0.536293974601326,0.0,0.09589829974745545,0.8169913282641345,8.99999999999999,0.9978404568264394,0.597593755881899
3.5,9.0,10.0,0.528066837733092,0.023809523809523808,0.09158691820341495,0.5281105295131387,12.999999999999986,0.9979523057890011,0.5944603632862675
3.5,0.0,15.0,0.5390973378093997,0.7142857142857143,0.04436847665492635,0.6338985485091381,7.999999999999991,0.948835820258753,0.5231725417034573
3.5,1.0,15.0,0.5351980719105675,0.6190476190476191,0.05888199311148009,1.0375455526914936,9.99999999999999,0.9697516361805661,0.4891781821052904
3.5,2.0,15.0,0.549665369218821,0.42857142857142855,0.05770810257352387,0.41626530324677335,8.99999999999999,0.9816325607346965,0.4851096208022623
3.5,3.0,15.0,0.5279666832148028,0.8095238095238095,0.031095068051060132,0.37306585211858057,8.99999999999999,0.9092725957065563,0.48838157516526554
3.5,4.0,15.0,0.5262116851974464,0.40476190476190477,0.051580246122112046,1.212919625268464,7.999999999999991,0.9888369914521007,0.5017321070946461
3.5,5.0,15.0,0.524381084459575,0.5952380952380952,0.060772973420802096,0.820747323553889,9.99999999999999,0.966304501199378,0.5000537607537789
3.5,6.0,15.0,0.5522619105055658,0.47619047619047616,0.05701665998531243,1.0676392462518216,8.99999999999999,0.989814927084136,0.5496778686266786
3.5,7.0,15.0,0.5418715363379001,0.5714285714285714,0.06362735416716911,0.6580875807643359,7.999999999999991,0.9742832218668206,0.5273895264322723
3.5,8.0,15.0,0.5549602888077795,0.7142857142857143,0.04215242434838985,0.3991532058263497,9.99999999999999,0.9415641811892307,0.5070769809342771
3.5,9.0,15.0,0.5379879759610076,0.7142857142857143,0.040925399632303995,0.6310977965376133,7.999999999999991,0.9340312898183288,0.4687346009294733
3.5,0.0,20.0,0.5508005776244553,0.7142857142857143,0.03927099787075758,0.6846367426602207,8.99999999999999,0.9533873197708858,0.47560287057729084
3.5,1.0,20.0,0.5391357341642496,0.09523809523809523,0.059842821861854724,1.0641714901135333,8.99999999999999,0.9703203990759639,0.46817701791801014
3.5,2.0,20.0,0.5406889908606191,0.6904761904761905,0.0467498340429248,0.6355132698586405,8.99999999999999,0.9532770148536642,0.5014493393240096
3.5,3.0,20.0,0.544256873804194,0.6666666666666666,0.04449021954721376,0.7152985258587127,8.99999999999999,0.9671495574551771,0.4359041739278899
3.5,4.0,20.0,0.5272335093067498,0.8333333333333334,0.026816780620234897,0.8837610825408264,8.99999999999999,0.895947426067907,0.46225824786561315
3.5,5.0,20.0,0.527227215470365,0.42857142857142855,0.06825356107870693,1.2257290590117003,8.99999999999999,0.9918155416703325,0.5152359544179155
3.5,6.0,20.0,0.5214630444960081,0.0,0.0683422789013978,1.0313016355736622,8.99999999999999,0.9948262369206679,0.516949279242284
3.5,7.0,20.0,0.5342811390894686,0.7380952380952381,0.03696123492567107,0.6525594380071851,8.99999999999999,0.9370777137192488,0.47666083726179104
3.5,8.0,20.0,0.5323873013240032,0.4523809523809524,0.037380088478158505,0.6388994924622566,10.999999999999988,0.9870885235419243,0.52014400282533
3.5,9.0,20.0,0.5475101296256456,0.7619047619047619,0.03388806507418432,1.0830213393571093,8.99999999999999,0.9313728482480762,0.46542448931837366
3.5,0.0,25.0,0.5402412347392472,0.8571428571428571,0.024036240273741554,0.778473470043797,9.99999999999999,0.8627876914055722,0.4492563932500481
3.5,1.0,25.0,0.5318110951483374,0.7380952380952381,0.04013887334167319,0.6248011608985189,7.999999999999991,0.9209246247869278,0.46535368269963817
3.5,2.0,25.0,0.5278094414103862,0.7380952380952381,0.0395664118503866,0.6851007365314259,8.99999999999999,0.9387814407025917,0.467865609567799
3.5,3.0,25.0,0.5330169957845043,0.023809523809523808,0.07539554850623777,1.4167535602996464,10.999999999999988,0.9944497796859101,0.5257106270879863
3.5,4.0,25.0,0.5613885668730009,0.7619047619047619,0.039044914799289364,0.4605075200567218,9.99999999999999,0.9233077471443482,0.4004906625282138
3.5,5.0,25.0,0.5258732355978663,0.5238095238095238,0.05596193593729295,1.2468435842657117,8.99999999999999,0.9873519584346506,0.4685901590583023
3.5,6.0,25.0,0.5398699252720696,0.6904761904761905,0.05256419894271999,0.6919452719613017,8.99999999999999,0.9423410683293684,0.45974112443100124
3.5,7.0,25.0,0.5208719753287924,0.09523809523809523,0.09358405426083982,1.3847662623751802,7.999999999999991,0.9966172042752769,0.5472006253990435
3.5,8.0,25.0,0.5529185223748706,0.9523809523809523,0.01905921242251204,0.7100608238110635,11.999999999999988,0.8890893523331896,0.4217973933235989
3.5,9.0,25.0,0.535099000185942,0.42857142857142855,0.06210684129844529,1.0794261154868328,8.99999999999999,0.9886038792855351,0.47719798046203993
3.5,0.0,30.0,0.5326079789110119,0.4523809523809524,0.06753013995416704,0.6481460275110785,7.999999999999991,0.989440898361662,0.5158588163007003
3.5,1.0,30.0,0.5434092385492243,0.5476190476190477,0.06106245536044994,1.2734500403202418,9.99999999999999,0.9737983655447527,0.45786562844084544
3.5,2.0,30.0,0.5304748002021801,0.6428571428571429,0.055850202139062895,0.6530155073916707,8.99999999999999,0.9547282816124002,0.4793450387148594
3.5,3.0,30.0,0.5325312388457613,0.4523809523809524,0.06760670769823728,0.6422178584969629,10.999999999999988,0.988673714133427,0.5032217437812273
3.5,4.0,30.0,0.5221118656628675,0.4523809523809524,0.06729207692051492,0.8316269050775029,7.999999999999991,0.9885872690543936,0.5054276339981923
3.5,5.0,30.0,0.5368550656435394,0.5238095238095238,0.05856948191949545,0.6734792020292988,9.99999999999999,0.9871794871794861,0.4628567267242897
3.5,6.0,30.0,0.5251896871273641,0.7142857142857143,0.04700223881935101,0.6414686302258856,7.999999999999991,0.9374699951992309,0.4908167313312884
3.5,7.0,30.0,0.53133457144366,0.35714285714285715,0.06492055671516699,1.052226731351788,9.99999999999999,0.9948107496108051,0.5108705877389559
3.5,8.0,30.0,0.5414171741060647,0.6428571428571429,0.05573895780478401,0.6520888200887549,9.99999999999999,0.9615242620266767,0.48325686649779104
3.5,9.0,30.0,0.5409443090430837,0.7619047619047619,0.037392460171552414,0.4266523079141442,8.99999999999999,0.909872271212386,0.4542977851946403
3.5,0.0,35.0,0.5275981392437616,0.4523809523809524,0.060292246427290704,1.0495000473002254,8.99999999999999,0.9895183673469377,0.48822822838043634
3.5,1.0,35.0,0.5402962377780272,0.5238095238095238,0.05593914331847596,1.1314789698326313,9.99999999999999,0.9853055253884162,0.4355879395413752
3.5,2.0,35.0,0.5556245372227607,0.8571428571428571,0.02651627096741124,1.23514891152786,8.99999999999999,0.8922599139990435,0.41995499629835426
3.5,3.0,35.0,0.5418297996959915,0.5952380952380952,0.055841661628896776,1.0437199283176342,8.99999999999999,0.9749301175196465,0.5053027893356532
