eps,exper,N,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel
0.5,0.0,5.0,0.07265667596258323,0.025,0.026407665362132116,6.680900272246173,0.37499999999999994,0.987495945374488,0.855219322592802
0.5,1.0,5.0,0.06894540757588573,0.0,0.033340374966878514,4.382386499944589,0.37499999999999994,0.9809425769132877,0.804931479742501
0.5,2.0,5.0,0.05917704859158577,0.0,0.02907060192444738,3.948352876904874,0.4999999999999999,0.9815877461607424,0.8254098025978368
0.5,3.0,5.0,0.06702894367763232,0.0,0.028172370584707517,5.551746956930323,0.37499999999999994,0.9900865395446881,0.8177323031906757
0.5,4.0,5.0,0.0697401906397616,0.0,0.027855390800043945,4.652625699222681,0.37499999999999994,0.9775627456881689,0.8240294055330342
0.5,5.0,5.0,0.0726686696081752,0.05,0.021339642314749517,5.365469688294999,0.37499999999999994,0.974887545178676,0.814588497139834
0.5,6.0,5.0,0.05741270129217455,0.0,0.02371921853866621,5.916606768574041,0.37499999999999994,0.9867427677695046,0.8703505728457211
0.5,7.0,5.0,0.06668565867118453,0.0,0.026824833809826393,5.889759137816691,0.37499999999999994,0.9882794110589238,0.8553617449603549
0.5,8.0,5.0,0.06408884619109116,0.0,0.027329884742573817,5.793591003769416,0.37499999999999994,0.9916531692838659,0.8636069818031683
0.5,9.0,5.0,0.053386090090865077,0.025,0.03033725876665948,6.288764046381646,0.37499999999999994,0.9882329637236291,0.849678527344118
0.5,0.0,10.0,0.08047139957856127,0.05,0.01812424324080273,2.381810417039079,0.4999999999999999,0.9506100374165027,0.7468779034633052
0.5,1.0,10.0,0.07272389547827421,0.025,0.03154741310464979,5.137549712744348,0.37499999999999994,0.9789335262652854,0.7960708747202482
0.5,2.0,10.0,0.07299568303615828,0.0,0.0293365927446253,3.2796801895499037,0.37499999999999994,0.9720912525423752,0.8048938511393458
0.5,3.0,10.0,0.07415404813163944,0.0,0.03375534616000233,3.202474709129363,0.37499999999999994,0.9622801379900754,0.765947129663414
0.5,4.0,10.0,0.07982670102527481,0.05,0.014541588890839835,2.5802807488537503,0.37499999999999994,0.9395964047761137,0.7575190577453426
0.5,5.0,10.0,0.07328892766285006,0.05,0.023029376704605545,3.8805285196461474,0.4999999999999999,0.9596762817612895,0.7638941478065024
0.5,6.0,10.0,0.08599142832812767,0.125,0.03588506800647454,2.4404469378983893,0.37499999999999994,0.9614204991393892,0.7812637131349678
0.5,7.0,10.0,0.07236318303800453,0.025,0.023978785781308177,5.153787919136216,0.37499999999999994,0.9719634332998562,0.7988525490528704
0.5,8.0,10.0,0.08294021344900669,0.025,0.027942911986643233,4.059073227675763,0.37499999999999994,0.9688078729669314,0.7911612194498651
