1.0,0.0,5.0,0.07964153074901392,0.09090909090909091,0.03390048858604756,3.469746685343144,0.5454545454545454,0.9552816090412286,0.7357852585918851
1.0,1.0,5.0,0.06788092799148268,0.09090909090909091,0.040597768487762746,3.2081960410436077,0.5454545454545454,0.9560636256964866,0.713114666176794
1.0,2.0,5.0,0.07872307383975538,0.0,0.038635290242576885,4.623778842746427,0.5454545454545454,0.9732165201196976,0.7802209992963927
1.0,3.0,5.0,0.0703870637439526,0.0,0.04474745238477184,3.5348070302049983,0.4545454545454545,0.9621522409387697,0.7152481766850994
1.0,4.0,5.0,0.06504455618567577,0.0,0.042107299671906476,4.275996758262715,0.5454545454545454,0.971461508280584,0.7481508619791427
1.0,5.0,5.0,0.07826503089654571,0.045454545454545456,0.041278543860736726,3.9171754134797627,0.5454545454545454,0.9609256259559796,0.7179313816605648
1.0,6.0,5.0,0.08028143332003512,0.18181818181818182,0.0390148176639214,3.2372937799385286,0.5454545454545454,0.9550410079129237,0.732085682879197
1.0,7.0,5.0,0.06479261068910426,0.045454545454545456,0.043113398989348246,3.272707081213097,0.5454545454545454,0.9638021467684208,0.7493079852391731
1.0,8.0,5.0,0.08386209746560695,0.0,0.0463362235035131,4.2428824466068455,0.5454545454545454,0.9729443518661351,0.7500603244264962
1.0,9.0,5.0,0.06921549366125763,0.09090909090909091,0.04123368787461406,3.8577135238132056,0.5454545454545454,0.9623150196403268,0.7404317202500138
1.0,0.0,10.0,0.11126922034554168,0.4090909090909091,0.021115781763663622,2.0439268672469693,0.4545454545454545,0.7883435006723801,0.6040969672859647
1.0,1.0,10.0,0.11416272904841339,0.6363636363636364,0.01339932655619988,1.833602395312635,0.5454545454545454,0.5092119570203028,0.4950640349844628
1.0,2.0,10.0,0.09725493848156146,0.5454545454545454,0.027291319282320137,1.997258120648127,0.4545454545454545,0.7884881468674454,0.5732653860193886
1.0,3.0,10.0,0.08809611784132548,0.09090909090909091,0.04316767703314189,2.5383686699693806,0.5454545454545454,0.9348305936802748,0.6681762227393155
1.0,4.0,10.0,0.11974748281105796,0.5454545454545454,0.013323615890069657,2.8310298154720615,0.4545454545454545,0.6399485062931055,0.5619370116393743
1.0,5.0,10.0,0.10414817158744873,0.2727272727272727,0.013663560777553789,2.7026901487699146,0.5454545454545454,0.8486145267095256,0.547776133725785
1.0,6.0,10.0,0.10708418970833196,0.5909090909090909,0.0042857894330942895,1.7142030451745662,0.4545454545454545,0.04975199242209193,0.3788866803146004
1.0,7.0,10.0,0.09740150548573256,0.5909090909090909,0.046121371171536606,2.3081121592399296,0.5454545454545454,0.8068517273167654,0.5701809039907849
1.0,8.0,10.0,0.0864180218727458,0.5454545454545454,0.027423982668145122,1.9260375054640586,0.5454545454545454,0.9138527716396916,0.671072524342796
1.0,9.0,10.0,0.10308176339961471,0.5,0.0208179855328994,1.9312970263295726,0.4545454545454545,0.8833756471408978,0.6507753329689319
