eps,exper,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel
0.5,0.0,0.19834864757530993,0.275,0.012015511527694098,0.8169211549131081,0.37499999999999994,0.4191551313461872,0.33596045984429224
0.5,1.0,0.19783697309162468,0.325,0.011741656351808603,1.2136202502084317,0.24999999999999994,0.44613372086803976,0.40105703351843364
0.5,2.0,0.20328872717097726,0.525,0.00794397648658159,0.7490509743468812,0.24999999999999994,0.43195518240053354,0.4328181910446432
0.5,3.0,0.10901436302250446,0.1,0.018841531489889315,1.9352385696044985,0.4999999999999999,0.9042487840012483,0.7063758949387143
0.5,4.0,0.13133649556227744,0.0,0.007323079396462072,1.6613886789376975,0.37499999999999994,0.8756550339604191,0.6993395059419103
0.5,5.0,0.20880572887193402,0.35,0.0187501873835398,1.1471234581477134,0.4999999999999999,0.5854434628008514,0.42418360455835985
0.5,6.0,0.21921808566910386,0.325,0.011599541183780116,1.0346243676327138,0.4999999999999999,0.48856254376076186,0.355607441937851
0.5,7.0,0.20563616333930151,0.375,0.01359616132429373,1.234839502010861,0.4999999999999999,0.5244106879917633,0.39764955052053486
0.5,8.0,0.18280934575273292,0.425,0.0069812591002961265,0.8553973378845967,0.37499999999999994,0.5366800547605284,0.3776280523337398
0.5,9.0,0.17899935512735604,0.375,0.013175761143981548,0.9077117474481105,0.24999999999999994,0.5293209967786734,0.49820655812189346
